country,indicator,date,year_week,value,source,url
Hungary,Daily hospital occupancy,2020-05-15,2020-W20,614,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-05-16,2020-W20,570,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-05-17,2020-W20,562,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-05-18,2020-W21,568,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-05-20,2020-W21,539,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-05-21,2020-W21,510,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-05-22,2020-W21,483,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-05-23,2020-W21,462,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-05-24,2020-W21,442,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-05-26,2020-W22,436,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-05-27,2020-W22,430,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-05-28,2020-W22,404,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-05-29,2020-W22,384,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-05-30,2020-W22,414,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-05-31,2020-W22,419,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-06-01,2020-W23,417,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-06-02,2020-W23,427,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-06-03,2020-W23,414,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-06-04,2020-W23,406,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-06-05,2020-W23,397,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-06-06,2020-W23,387,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-06-07,2020-W23,386,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-06-08,2020-W24,385,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-06-09,2020-W24,365,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-06-10,2020-W24,344,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-06-11,2020-W24,321,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-06-12,2020-W24,290,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-06-13,2020-W24,283,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-06-14,2020-W24,275,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-06-15,2020-W25,275,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-06-16,2020-W25,255,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-06-17,2020-W25,210,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-06-18,2020-W25,199,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-06-19,2020-W25,192,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-06-20,2020-W25,186,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-06-21,2020-W25,185,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-06-23,2020-W26,183,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-06-24,2020-W26,183,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-06-25,2020-W26,182,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-06-26,2020-W26,179,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-06-27,2020-W26,174,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-06-28,2020-W26,172,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-06-29,2020-W27,170,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-06-30,2020-W27,169,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-07-01,2020-W27,169,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-07-02,2020-W27,157,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-07-03,2020-W27,150,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-07-04,2020-W27,140,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-07-05,2020-W27,144,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-07-06,2020-W28,144,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-07-07,2020-W28,142,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-07-08,2020-W28,132,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-07-09,2020-W28,131,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-07-10,2020-W28,133,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-07-11,2020-W28,129,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-07-12,2020-W28,128,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-07-13,2020-W29,127,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-07-14,2020-W29,131,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-07-15,2020-W29,125,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-07-16,2020-W29,109,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-07-17,2020-W29,83,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-07-18,2020-W29,83,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-07-19,2020-W29,82,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-07-20,2020-W30,83,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-07-21,2020-W30,78,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-07-22,2020-W30,76,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-07-23,2020-W30,76,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-07-24,2020-W30,70,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-07-25,2020-W30,68,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-07-26,2020-W30,69,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-07-27,2020-W31,71,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-07-28,2020-W31,76,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-07-29,2020-W31,76,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-07-30,2020-W31,76,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-07-31,2020-W31,73,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-08-01,2020-W31,73,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-08-02,2020-W31,71,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-08-03,2020-W32,74,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-08-04,2020-W32,75,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-08-05,2020-W32,72,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-08-06,2020-W32,74,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-08-07,2020-W32,72,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-08-08,2020-W32,69,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-08-09,2020-W32,73,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-08-10,2020-W33,61,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-08-11,2020-W33,62,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-08-12,2020-W33,64,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-08-13,2020-W33,66,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-08-14,2020-W33,64,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-08-15,2020-W33,63,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-08-16,2020-W33,62,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-08-17,2020-W34,62,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-08-18,2020-W34,60,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-08-19,2020-W34,57,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-08-20,2020-W34,57,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-08-21,2020-W34,58,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-08-22,2020-W34,60,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-08-23,2020-W34,59,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-08-24,2020-W35,59,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-08-25,2020-W35,57,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-08-26,2020-W35,64,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-08-27,2020-W35,78,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-08-29,2020-W35,90,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-08-30,2020-W35,90,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-08-31,2020-W36,103,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-09-01,2020-W36,96,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-09-02,2020-W36,98,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-09-03,2020-W36,100,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-09-04,2020-W36,120,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-09-05,2020-W36,139,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-09-06,2020-W36,151,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-09-07,2020-W37,164,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-09-08,2020-W37,192,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-09-09,2020-W37,221,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-09-10,2020-W37,234,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-09-11,2020-W37,259,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-09-12,2020-W37,282,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-09-13,2020-W37,282,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-09-14,2020-W38,287,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-09-15,2020-W38,306,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-09-16,2020-W38,324,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-09-17,2020-W38,328,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-09-18,2020-W38,374,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-09-19,2020-W38,386,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-09-20,2020-W38,404,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-09-21,2020-W39,463,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-09-22,2020-W39,534,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-09-23,2020-W39,558,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-09-24,2020-W39,549,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-09-25,2020-W39,577,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-09-26,2020-W39,589,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-09-27,2020-W39,620,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-09-28,2020-W40,693,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-09-29,2020-W40,755,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-09-30,2020-W40,773,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-10-01,2020-W40,757,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-10-02,2020-W40,740,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-10-03,2020-W40,704,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-10-04,2020-W40,685,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-10-05,2020-W41,649,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-10-06,2020-W41,627,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-10-07,2020-W41,656,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-10-08,2020-W41,804,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-10-09,2020-W41,993,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-10-10,2020-W41,1174,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-10-11,2020-W41,1252,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-10-12,2020-W42,1418,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-10-13,2020-W42,1519,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-10-14,2020-W42,1538,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-10-15,2020-W42,1555,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-10-16,2020-W42,1642,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-10-17,2020-W42,1693,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-10-18,2020-W42,1712,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-10-19,2020-W43,1896,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-10-20,2020-W43,1960,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-10-21,2020-W43,2023,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-10-22,2020-W43,2132,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-10-23,2020-W43,2209,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-10-24,2020-W43,2245,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily hospital occupancy,2020-10-25,2020-W43,2449,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-05-13,2020-W20,45,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-05-14,2020-W20,49,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-05-15,2020-W20,46,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-05-16,2020-W20,45,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-05-17,2020-W20,47,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-05-18,2020-W21,47,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-05-20,2020-W21,29,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-05-21,2020-W21,27,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-05-22,2020-W21,23,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-05-23,2020-W21,21,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-05-24,2020-W21,28,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-05-25,2020-W22,30,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-05-26,2020-W22,27,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-05-27,2020-W22,25,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-05-28,2020-W22,24,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-05-29,2020-W22,24,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-05-30,2020-W22,22,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-05-31,2020-W22,25,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-06-01,2020-W23,25,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-06-02,2020-W23,24,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-06-03,2020-W23,24,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-06-04,2020-W23,24,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-06-05,2020-W23,21,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-06-06,2020-W23,21,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-06-07,2020-W23,21,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-06-08,2020-W24,21,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-06-09,2020-W24,20,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-06-10,2020-W24,20,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-06-11,2020-W24,19,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-06-12,2020-W24,20,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-06-13,2020-W24,20,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-06-14,2020-W24,20,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-06-15,2020-W25,19,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-06-16,2020-W25,17,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-06-17,2020-W25,16,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-06-18,2020-W25,15,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-06-19,2020-W25,15,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-06-20,2020-W25,15,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-06-21,2020-W25,15,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-06-23,2020-W26,14,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-06-24,2020-W26,13,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-06-25,2020-W26,13,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-06-26,2020-W26,13,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-06-27,2020-W26,11,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-06-28,2020-W26,9,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-06-29,2020-W27,9,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-06-30,2020-W27,9,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-07-01,2020-W27,8,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-07-02,2020-W27,8,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-07-03,2020-W27,9,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-07-04,2020-W27,8,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-07-05,2020-W27,8,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-07-06,2020-W28,8,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-07-07,2020-W28,7,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-07-08,2020-W28,6,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-07-09,2020-W28,6,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-07-10,2020-W28,6,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-07-11,2020-W28,5,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-07-12,2020-W28,5,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-07-13,2020-W29,5,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-07-14,2020-W29,5,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-07-15,2020-W29,5,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-07-16,2020-W29,5,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-07-17,2020-W29,4,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-07-18,2020-W29,3,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-07-19,2020-W29,3,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-07-20,2020-W30,5,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-07-21,2020-W30,4,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-07-22,2020-W30,4,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-07-23,2020-W30,4,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-07-24,2020-W30,4,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-07-25,2020-W30,5,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-07-26,2020-W30,6,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-07-27,2020-W31,6,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-07-28,2020-W31,6,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-07-29,2020-W31,6,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-07-30,2020-W31,6,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-07-31,2020-W31,6,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-08-01,2020-W31,6,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-08-02,2020-W31,7,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-08-03,2020-W32,7,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-08-04,2020-W32,7,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-08-05,2020-W32,7,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-08-06,2020-W32,8,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-08-07,2020-W32,6,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-08-08,2020-W32,6,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-08-09,2020-W32,6,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-08-10,2020-W33,6,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-08-11,2020-W33,5,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-08-12,2020-W33,5,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-08-13,2020-W33,5,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-08-14,2020-W33,6,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-08-15,2020-W33,6,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-08-16,2020-W33,6,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-08-17,2020-W34,6,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-08-18,2020-W34,6,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-08-19,2020-W34,7,JRC,https://github.com/ec-jrc/COVID-19
Hungary,Daily ICU occupancy,2020-08-20,2020-W34,7,JRC,https://github.com/ec-jrc/COVID-19
