country,country_code_2_digit,country_code_3_digit,population,reported_date,hospital_occupancy_count,icu_occupancy_count,source
Luxembourg,LU,LUX,613894,2020-07-12,38.0,4.0,Country_Website
Netherlands,NL,NLD,17282163,2020-07-12,,29.0,Other Website
Poland,PL,POL,37972812,2020-07-12,1610.0,,Surveillance
Portugal,PT,PRT,10276617,2020-07-12,462.0,64.0,Country_Website
Romania,RO,ROU,19414458,2020-07-12,,243.0,Country_Website
Slovakia,SK,SVK,5450421,2020-07-12,13.0,,JRC
Slovenia,SI,SVN,2080908,2020-07-12,16.0,1.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-07-12,1955.0,,Country_Website
Austria,AT,AUT,8858775,2020-07-11,77.0,9.0,Country_Website
Belgium,BE,BEL,11455519,2020-07-11,132.0,28.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-07-11,516.0,32.0,External_Github
Croatia,HR,HRV,4076246,2020-07-11,124.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-07-11,63.0,14.0,Country_Website
Denmark,DK,DNK,5806081,2020-07-11,15.0,5.0,Country_Website
Estonia,EE,EST,1324820,2020-07-11,4.0,2.0,Country_API
France,FR,FRA,67012883,2020-07-11,6995.0,470.0,Country_Website
Hungary,HU,HUN,9772756,2020-07-11,129.0,5.0,JRC
Iceland,IS,ISL,356991,2020-07-11,0.0,0.0,Surveillance
Ireland,IE,IRL,4904240,2020-07-11,13.0,10.0,Country_Website
Italy,IT,ITA,60359546,2020-07-11,893.0,67.0,Country_Github
Latvia,LV,LVA,1919968,2020-07-11,3.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-07-11,36.0,3.0,Country_Website
Netherlands,NL,NLD,17282163,2020-07-11,,28.0,Other Website
Poland,PL,POL,37972812,2020-07-11,1617.0,,Surveillance
Portugal,PT,PRT,10276617,2020-07-11,459.0,68.0,Country_Website
Romania,RO,ROU,19414458,2020-07-11,,239.0,Country_Website
Slovakia,SK,SVK,5450421,2020-07-11,13.0,,JRC
Slovenia,SI,SVN,2080908,2020-07-11,16.0,0.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-07-11,1947.0,,Country_Website
Austria,AT,AUT,8858775,2020-07-10,80.0,9.0,Country_Website
Belgium,BE,BEL,11455519,2020-07-10,143.0,32.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-07-10,525.0,28.0,External_Github
Croatia,HR,HRV,4076246,2020-07-10,104.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-07-10,68.0,15.0,Country_Website
Denmark,DK,DNK,5806081,2020-07-10,17.0,4.0,Country_Website
Estonia,EE,EST,1324820,2020-07-10,4.0,2.0,Country_API
Finland,FI,FIN,5517919,2020-07-10,6.0,0.0,External_Github
France,FR,FRA,67012883,2020-07-10,7020.0,471.0,Country_Website
Hungary,HU,HUN,9772756,2020-07-10,133.0,6.0,JRC
Iceland,IS,ISL,356991,2020-07-10,0.0,0.0,Surveillance
Ireland,IE,IRL,4904240,2020-07-10,11.0,9.0,Country_Website
Italy,IT,ITA,60359546,2020-07-10,909.0,65.0,Country_Github
Latvia,LV,LVA,1919968,2020-07-10,3.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-07-10,31.0,2.0,Country_Website
Netherlands,NL,NLD,17282163,2020-07-10,,30.0,Other Website
Norway,NO,NOR,5328212,2020-07-10,4.0,,Country_API
Poland,PL,POL,37972812,2020-07-10,1597.0,,Surveillance
Portugal,PT,PRT,10276617,2020-07-10,471.0,66.0,Country_Website
Romania,RO,ROU,19414458,2020-07-10,,236.0,Country_Website
Slovakia,SK,SVK,5450421,2020-07-10,13.0,,JRC
Slovenia,SI,SVN,2080908,2020-07-10,16.0,0.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-07-10,2095.0,,Country_Website
Austria,AT,AUT,8858775,2020-07-09,78.0,12.0,Country_Website
Belgium,BE,BEL,11455519,2020-07-09,160.0,36.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-07-09,498.0,29.0,External_Github
Croatia,HR,HRV,4076246,2020-07-09,100.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-07-09,72.0,15.0,Country_Website
Denmark,DK,DNK,5806081,2020-07-09,18.0,5.0,Country_Website
Estonia,EE,EST,1324820,2020-07-09,5.0,2.0,Country_API
France,FR,FRA,67012883,2020-07-09,7134.0,486.0,Country_Website
Hungary,HU,HUN,9772756,2020-07-09,131.0,6.0,JRC
Iceland,IS,ISL,356991,2020-07-09,0.0,0.0,Surveillance
Ireland,IE,IRL,4904240,2020-07-09,13.0,9.0,Country_Website
Italy,IT,ITA,60359546,2020-07-09,940.0,69.0,Country_Github
Latvia,LV,LVA,1919968,2020-07-09,4.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-07-09,27.0,3.0,Country_Website
Netherlands,NL,NLD,17282163,2020-07-09,,29.0,Other Website
Norway,NO,NOR,5328212,2020-07-09,8.0,,Country_API
Poland,PL,POL,37972812,2020-07-09,1687.0,,Surveillance
Portugal,PT,PRT,10276617,2020-07-09,487.0,73.0,Country_Website
Romania,RO,ROU,19414458,2020-07-09,,240.0,Country_Website
Slovakia,SK,SVK,5450421,2020-07-09,10.0,,JRC
Slovenia,SI,SVN,2080908,2020-07-09,15.0,0.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-07-09,2180.0,,Country_Website
Austria,AT,AUT,8858775,2020-07-08,77.0,11.0,Country_Website
Belgium,BE,BEL,11455519,2020-07-08,165.0,32.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-07-08,483.0,32.0,External_Github
Croatia,HR,HRV,4076246,2020-07-08,91.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-07-08,85.0,10.0,Country_Website
Denmark,DK,DNK,5806081,2020-07-08,18.0,5.0,Country_Website
Estonia,EE,EST,1324820,2020-07-08,3.0,1.0,Country_API
Finland,FI,FIN,5517919,2020-07-08,19.0,2.0,External_Github
France,FR,FRA,67012883,2020-07-08,7254.0,503.0,Country_Website
Hungary,HU,HUN,9772756,2020-07-08,132.0,6.0,JRC
Iceland,IS,ISL,356991,2020-07-08,0.0,0.0,Surveillance
Ireland,IE,IRL,4904240,2020-07-08,12.0,9.0,Country_Website
Italy,IT,ITA,60359546,2020-07-08,970.0,71.0,Country_Github
Latvia,LV,LVA,1919968,2020-07-08,5.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-07-08,26.0,2.0,Country_Website
Netherlands,NL,NLD,17282163,2020-07-08,,29.0,Other Website
Norway,NO,NOR,5328212,2020-07-08,8.0,,Country_API
Poland,PL,POL,37972812,2020-07-08,1683.0,,Surveillance
Portugal,PT,PRT,10276617,2020-07-08,512.0,74.0,Country_Website
Slovakia,SK,SVK,5450421,2020-07-08,10.0,,JRC
Slovenia,SI,SVN,2080908,2020-07-08,14.0,0.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-07-08,2259.0,,Country_Website
Austria,AT,AUT,8858775,2020-07-07,91.0,10.0,Country_Website
Belgium,BE,BEL,11455519,2020-07-07,178.0,32.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-07-07,470.0,29.0,External_Github
Croatia,HR,HRV,4076246,2020-07-07,89.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-07-07,77.0,11.0,Country_Website
Denmark,DK,DNK,5806081,2020-07-07,17.0,5.0,Country_Website
Estonia,EE,EST,1324820,2020-07-07,3.0,1.0,Country_API
France,FR,FRA,67012883,2020-07-07,7550.0,511.0,Country_Website
Hungary,HU,HUN,9772756,2020-07-07,142.0,7.0,JRC
Iceland,IS,ISL,356991,2020-07-07,0.0,0.0,Surveillance
Ireland,IE,IRL,4904240,2020-07-07,20.0,9.0,Country_Website
Italy,IT,ITA,60359546,2020-07-07,1010.0,70.0,Country_Github
Latvia,LV,LVA,1919968,2020-07-07,5.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-07-07,24.0,1.0,Country_Website
Netherlands,NL,NLD,17282163,2020-07-07,,32.0,Other Website
Norway,NO,NOR,5328212,2020-07-07,9.0,,Country_API
Poland,PL,POL,37972812,2020-07-07,1658.0,,Surveillance
Portugal,PT,PRT,10276617,2020-07-07,511.0,76.0,Country_Website
Romania,RO,ROU,19414458,2020-07-07,,231.0,Country_Website
Slovakia,SK,SVK,5450421,2020-07-07,12.0,,JRC
Slovenia,SI,SVN,2080908,2020-07-07,12.0,0.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-07-07,2398.0,,Country_Website
Austria,AT,AUT,8858775,2020-07-06,78.0,11.0,Country_Website
Belgium,BE,BEL,11455519,2020-07-06,169.0,27.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-07-06,458.0,28.0,External_Github
Croatia,HR,HRV,4076246,2020-07-06,90.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-07-06,69.0,10.0,Country_Website
Denmark,DK,DNK,5806081,2020-07-06,23.0,7.0,Country_Website
Estonia,EE,EST,1324820,2020-07-06,3.0,1.0,Country_API
Finland,FI,FIN,5517919,2020-07-06,19.0,1.0,External_Github
France,FR,FRA,67012883,2020-07-06,7806.0,521.0,Country_Website
Hungary,HU,HUN,9772756,2020-07-06,144.0,8.0,JRC
Iceland,IS,ISL,356991,2020-07-06,0.0,0.0,Surveillance
Ireland,IE,IRL,4904240,2020-07-06,19.0,10.0,Country_Website
Italy,IT,ITA,60359546,2020-07-06,1018.0,72.0,Country_Github
Latvia,LV,LVA,1919968,2020-07-06,5.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-07-06,22.0,3.0,Country_Website
Netherlands,NL,NLD,17282163,2020-07-06,,34.0,Other Website
Norway,NO,NOR,5328212,2020-07-06,11.0,,Country_API
Poland,PL,POL,37972812,2020-07-06,1790.0,,Surveillance
Portugal,PT,PRT,10276617,2020-07-06,513.0,74.0,Country_Website
Romania,RO,ROU,19414458,2020-07-06,,227.0,Country_Website
Slovakia,SK,SVK,5450421,2020-07-06,11.0,,JRC
Slovenia,SI,SVN,2080908,2020-07-06,11.0,0.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-07-06,2500.0,,Country_Website
Austria,AT,AUT,8858775,2020-07-05,72.0,10.0,Country_Website
Belgium,BE,BEL,11455519,2020-07-05,170.0,30.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-07-05,463.0,29.0,External_Github
Croatia,HR,HRV,4076246,2020-07-05,93.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-07-05,73.0,13.0,Country_Website
Denmark,DK,DNK,5806081,2020-07-05,24.0,6.0,Country_Website
Estonia,EE,EST,1324820,2020-07-05,3.0,1.0,Country_API
France,FR,FRA,67012883,2020-07-05,7863.0,521.0,Country_Website
Hungary,HU,HUN,9772756,2020-07-05,144.0,8.0,JRC
Iceland,IS,ISL,356991,2020-07-05,0.0,0.0,Surveillance
Ireland,IE,IRL,4904240,2020-07-05,20.0,10.0,Country_Website
Italy,IT,ITA,60359546,2020-07-05,1019.0,74.0,Country_Github
Latvia,LV,LVA,1919968,2020-07-05,5.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-07-05,20.0,3.0,Country_Website
Netherlands,NL,NLD,17282163,2020-07-05,,34.0,Other Website
Poland,PL,POL,37972812,2020-07-05,1765.0,,Surveillance
Portugal,PT,PRT,10276617,2020-07-05,504.0,73.0,Country_Website
Romania,RO,ROU,19414458,2020-07-05,,215.0,Country_Website
Slovakia,SK,SVK,5450421,2020-07-05,11.0,,JRC
Slovenia,SI,SVN,2080908,2020-07-05,6.0,0.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-07-05,2553.0,,Country_Website
Austria,AT,AUT,8858775,2020-07-04,68.0,8.0,Country_Website
Belgium,BE,BEL,11455519,2020-07-04,170.0,29.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-07-04,450.0,29.0,External_Github
Croatia,HR,HRV,4076246,2020-07-04,85.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-07-04,70.0,13.0,Country_Website
Denmark,DK,DNK,5806081,2020-07-04,26.0,6.0,Country_Website
Estonia,EE,EST,1324820,2020-07-04,3.0,1.0,Country_API
France,FR,FRA,67012883,2020-07-04,7863.0,517.0,Country_Website
Hungary,HU,HUN,9772756,2020-07-04,140.0,8.0,JRC
Iceland,IS,ISL,356991,2020-07-04,0.0,0.0,Surveillance
Ireland,IE,IRL,4904240,2020-07-04,22.0,11.0,Country_Website
Italy,IT,ITA,60359546,2020-07-04,1011.0,71.0,Country_Github
Latvia,LV,LVA,1919968,2020-07-04,5.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-07-04,24.0,3.0,Country_Website
Malta,MT,MLT,493559,2020-07-04,,0.0,Surveillance
Netherlands,NL,NLD,17282163,2020-07-04,,36.0,Other Website
Poland,PL,POL,37972812,2020-07-04,1731.0,,Surveillance
Portugal,PT,PRT,10276617,2020-07-04,489.0,73.0,Country_Website
Romania,RO,ROU,19414458,2020-07-04,,223.0,Country_Website
Slovakia,SK,SVK,5450421,2020-07-04,9.0,,JRC
Slovenia,SI,SVN,2080908,2020-07-04,6.0,0.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-07-04,2592.0,,Country_Website
Austria,AT,AUT,8858775,2020-07-03,72.0,7.0,Country_Website
Belgium,BE,BEL,11455519,2020-07-03,168.0,32.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-07-03,443.0,31.0,External_Github
Croatia,HR,HRV,4076246,2020-07-03,88.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-07-03,71.0,11.0,Country_Website
Denmark,DK,DNK,5806081,2020-07-03,27.0,6.0,Country_Website
Estonia,EE,EST,1324820,2020-07-03,3.0,1.0,Country_API
Finland,FI,FIN,5517919,2020-07-03,20.0,0.0,External_Github
France,FR,FRA,67012883,2020-07-03,7946.0,533.0,Country_Website
Hungary,HU,HUN,9772756,2020-07-03,150.0,9.0,JRC
Iceland,IS,ISL,356991,2020-07-03,0.0,0.0,Surveillance
Ireland,IE,IRL,4904240,2020-07-03,20.0,10.0,Country_Website
Italy,IT,ITA,60359546,2020-07-03,1035.0,79.0,Country_Github
Latvia,LV,LVA,1919968,2020-07-03,4.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-07-03,17.0,3.0,Country_Website
Malta,MT,MLT,493559,2020-07-03,,0.0,Surveillance
Netherlands,NL,NLD,17282163,2020-07-03,,35.0,Other Website
Norway,NO,NOR,5328212,2020-07-03,15.0,,Country_API
Poland,PL,POL,37972812,2020-07-03,1743.0,,Surveillance
Portugal,PT,PRT,10276617,2020-07-03,495.0,72.0,Country_Website
Romania,RO,ROU,19414458,2020-07-03,,224.0,Country_Website
Slovakia,SK,SVK,5450421,2020-07-03,9.0,,JRC
Slovenia,SI,SVN,2080908,2020-07-03,10.0,0.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-07-03,2724.0,,Country_Website
Austria,AT,AUT,8858775,2020-07-02,69.0,7.0,Country_Website
Belgium,BE,BEL,11455519,2020-07-02,187.0,35.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-07-02,446.0,32.0,External_Github
Croatia,HR,HRV,4076246,2020-07-02,84.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-07-02,72.0,11.0,Country_Website
Denmark,DK,DNK,5806081,2020-07-02,29.0,9.0,Country_Website
Estonia,EE,EST,1324820,2020-07-02,2.0,1.0,Country_API
France,FR,FRA,67012883,2020-07-02,8103.0,545.0,Country_Website
Hungary,HU,HUN,9772756,2020-07-02,157.0,8.0,JRC
Iceland,IS,ISL,356991,2020-07-02,0.0,0.0,Surveillance
Ireland,IE,IRL,4904240,2020-07-02,18.0,10.0,Country_Website
Italy,IT,ITA,60359546,2020-07-02,1045.0,82.0,Country_Github
Latvia,LV,LVA,1919968,2020-07-02,4.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-07-02,22.0,3.0,Country_Website
Malta,MT,MLT,493559,2020-07-02,,0.0,Surveillance
Netherlands,NL,NLD,17282163,2020-07-02,,38.0,Other Website
Norway,NO,NOR,5328212,2020-07-02,19.0,,Country_API
Poland,PL,POL,37972812,2020-07-02,1787.0,,Surveillance
Portugal,PT,PRT,10276617,2020-07-02,510.0,77.0,Country_Website
Romania,RO,ROU,19414458,2020-07-02,,237.0,Country_Website
Slovakia,SK,SVK,5450421,2020-07-02,14.0,,JRC
Slovenia,SI,SVN,2080908,2020-07-02,9.0,0.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-07-02,2848.0,,Country_Website
Austria,AT,AUT,8858775,2020-07-01,74.0,9.0,Country_Website
Belgium,BE,BEL,11455519,2020-07-01,203.0,36.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-07-01,435.0,32.0,External_Github
Croatia,HR,HRV,4076246,2020-07-01,80.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-07-01,75.0,10.0,Country_Website
Denmark,DK,DNK,5806081,2020-07-01,29.0,11.0,Country_Website
Estonia,EE,EST,1324820,2020-07-01,3.0,1.0,Country_API
Finland,FI,FIN,5517919,2020-07-01,24.0,0.0,External_Github
France,FR,FRA,67012883,2020-07-01,8291.0,554.0,Country_Website
Hungary,HU,HUN,9772756,2020-07-01,169.0,8.0,JRC
Iceland,IS,ISL,356991,2020-07-01,0.0,0.0,Surveillance
Ireland,IE,IRL,4904240,2020-07-01,21.0,12.0,Country_Website
Italy,IT,ITA,60359546,2020-07-01,1112.0,87.0,Country_Github
Latvia,LV,LVA,1919968,2020-07-01,5.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-07-01,16.0,2.0,Country_Website
Malta,MT,MLT,493559,2020-07-01,,1.0,Surveillance
Netherlands,NL,NLD,17282163,2020-07-01,,36.0,Other Website
Norway,NO,NOR,5328212,2020-07-01,17.0,,Country_API
Poland,PL,POL,37972812,2020-07-01,1923.0,,Surveillance
Portugal,PT,PRT,10276617,2020-07-01,503.0,79.0,Country_Website
Romania,RO,ROU,19414458,2020-07-01,,222.0,Country_Website
Slovakia,SK,SVK,5450421,2020-07-01,20.0,,JRC
Slovenia,SI,SVN,2080908,2020-07-01,8.0,0.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-07-01,2969.0,,Country_Website
Austria,AT,AUT,8858775,2020-06-30,64.0,6.0,Country_Website
Belgium,BE,BEL,11455519,2020-06-30,222.0,37.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-30,434.0,31.0,External_Github
Croatia,HR,HRV,4076246,2020-06-30,75.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-30,71.0,11.0,Country_Website
Estonia,EE,EST,1324820,2020-06-30,4.0,1.0,Country_API
France,FR,FRA,67012883,2020-06-30,8491.0,574.0,Country_Website
Hungary,HU,HUN,9772756,2020-06-30,169.0,9.0,JRC
Iceland,IS,ISL,356991,2020-06-30,0.0,0.0,Surveillance
Ireland,IE,IRL,4904240,2020-06-30,21.0,13.0,Country_Website
Italy,IT,ITA,60359546,2020-06-30,1183.0,93.0,Country_Github
Latvia,LV,LVA,1919968,2020-06-30,7.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-30,18.0,2.0,Country_Website
Malta,MT,MLT,493559,2020-06-30,,1.0,Surveillance
Netherlands,NL,NLD,17282163,2020-06-30,,40.0,Other Website
Norway,NO,NOR,5328212,2020-06-30,18.0,,Country_API
Poland,PL,POL,37972812,2020-06-30,1811.0,,Surveillance
Portugal,PT,PRT,10276617,2020-06-30,491.0,73.0,Country_Website
Romania,RO,ROU,19414458,2020-06-30,,205.0,Country_Website
Slovakia,SK,SVK,5450421,2020-06-30,19.0,,JRC
Slovenia,SI,SVN,2080908,2020-06-30,8.0,0.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-30,3150.0,,Country_Website
Austria,AT,AUT,8858775,2020-06-29,74.0,8.0,Country_Website
Belgium,BE,BEL,11455519,2020-06-29,244.0,41.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-29,423.0,25.0,External_Github
Croatia,HR,HRV,4076246,2020-06-29,65.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-29,69.0,11.0,Country_Website
Estonia,EE,EST,1324820,2020-06-29,4.0,1.0,Country_API
Finland,FI,FIN,5517919,2020-06-29,23.0,0.0,External_Github
France,FR,FRA,67012883,2020-06-29,8643.0,591.0,Country_Website
Hungary,HU,HUN,9772756,2020-06-29,170.0,9.0,JRC
Iceland,IS,ISL,356991,2020-06-29,0.0,0.0,Surveillance
Ireland,IE,IRL,4904240,2020-06-29,22.0,12.0,Country_Website
Italy,IT,ITA,60359546,2020-06-29,1216.0,96.0,Country_Github
Latvia,LV,LVA,1919968,2020-06-29,7.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-29,16.0,2.0,Country_Website
Malta,MT,MLT,493559,2020-06-29,,1.0,Surveillance
Netherlands,NL,NLD,17282163,2020-06-29,,41.0,Other Website
Norway,NO,NOR,5328212,2020-06-29,18.0,,Country_API
Poland,PL,POL,37972812,2020-06-29,1797.0,,Surveillance
Portugal,PT,PRT,10276617,2020-06-29,489.0,71.0,Country_Website
Slovakia,SK,SVK,5450421,2020-06-29,15.0,,JRC
Slovenia,SI,SVN,2080908,2020-06-29,8.0,0.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-29,3495.0,,Country_Website
Austria,AT,AUT,8858775,2020-06-28,71.0,9.0,Country_Website
Belgium,BE,BEL,11455519,2020-06-28,237.0,36.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-28,423.0,20.0,External_Github
Croatia,HR,HRV,4076246,2020-06-28,60.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-28,66.0,14.0,Country_Website
Estonia,EE,EST,1324820,2020-06-28,5.0,1.0,Country_API
France,FR,FRA,67012883,2020-06-28,8727.0,594.0,Country_Website
Hungary,HU,HUN,9772756,2020-06-28,172.0,9.0,JRC
Iceland,IS,ISL,356991,2020-06-28,0.0,0.0,Surveillance
Ireland,IE,IRL,4904240,2020-06-28,20.0,11.0,Country_Website
Italy,IT,ITA,60359546,2020-06-28,1258.0,98.0,Country_Github
Latvia,LV,LVA,1919968,2020-06-28,7.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-28,11.0,2.0,Country_Website
Malta,MT,MLT,493559,2020-06-28,,1.0,Surveillance
Netherlands,NL,NLD,17282163,2020-06-28,,41.0,Other Website
Poland,PL,POL,37972812,2020-06-28,1845.0,,Surveillance
Portugal,PT,PRT,10276617,2020-06-28,458.0,75.0,Country_Website
Romania,RO,ROU,19414458,2020-06-28,,217.0,Country_Website
Slovakia,SK,SVK,5450421,2020-06-28,15.0,,JRC
Slovenia,SI,SVN,2080908,2020-06-28,7.0,0.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-28,3314.0,,Country_Website
Austria,AT,AUT,8858775,2020-06-27,71.0,10.0,Country_Website
Belgium,BE,BEL,11455519,2020-06-27,237.0,34.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-27,392.0,18.0,External_Github
Croatia,HR,HRV,4076246,2020-06-27,54.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-27,61.0,11.0,Country_Website
Estonia,EE,EST,1324820,2020-06-27,4.0,1.0,Country_API
France,FR,FRA,67012883,2020-06-27,8715.0,594.0,Country_Website
Hungary,HU,HUN,9772756,2020-06-27,174.0,11.0,JRC
Iceland,IS,ISL,356991,2020-06-27,0.0,0.0,Surveillance
Ireland,IE,IRL,4904240,2020-06-27,22.0,11.0,Country_Website
Italy,IT,ITA,60359546,2020-06-27,1357.0,97.0,Country_Github
Latvia,LV,LVA,1919968,2020-06-27,7.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-27,13.0,1.0,Country_Website
Malta,MT,MLT,493559,2020-06-27,,1.0,Surveillance
Netherlands,NL,NLD,17282163,2020-06-27,,45.0,Other Website
Poland,PL,POL,37972812,2020-06-27,1869.0,,Surveillance
Portugal,PT,PRT,10276617,2020-06-27,442.0,70.0,Country_Website
Romania,RO,ROU,19414458,2020-06-27,,199.0,Country_Website
Slovakia,SK,SVK,5450421,2020-06-27,15.0,,JRC
Slovenia,SI,SVN,2080908,2020-06-27,8.0,0.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-27,3290.0,,Country_Website
Austria,AT,AUT,8858775,2020-06-26,70.0,10.0,Country_Website
Belgium,BE,BEL,11455519,2020-06-26,247.0,36.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-26,384.0,16.0,External_Github
Croatia,HR,HRV,4076246,2020-06-26,51.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-26,63.0,10.0,Country_Website
Denmark,DK,DNK,5806081,2020-06-26,31.0,11.0,Country_Website
Estonia,EE,EST,1324820,2020-06-26,4.0,1.0,Country_API
Finland,FI,FIN,5517919,2020-06-26,24.0,1.0,External_Github
France,FR,FRA,67012883,2020-06-26,8841.0,606.0,Country_Website
Hungary,HU,HUN,9772756,2020-06-26,179.0,13.0,JRC
Iceland,IS,ISL,356991,2020-06-26,0.0,0.0,Surveillance
Ireland,IE,IRL,4904240,2020-06-26,26.0,12.0,Country_Website
Italy,IT,ITA,60359546,2020-06-26,1461.0,105.0,Country_Github
Latvia,LV,LVA,1919968,2020-06-26,8.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-26,9.0,1.0,Country_Website
Malta,MT,MLT,493559,2020-06-26,,1.0,Surveillance
Netherlands,NL,NLD,17282163,2020-06-26,,50.0,Other Website
Norway,NO,NOR,5328212,2020-06-26,20.0,,Country_API
Poland,PL,POL,37972812,2020-06-26,1933.0,,Surveillance
Portugal,PT,PRT,10276617,2020-06-26,457.0,67.0,Country_Website
Romania,RO,ROU,19414458,2020-06-26,,186.0,Country_Website
Slovakia,SK,SVK,5450421,2020-06-26,14.0,,JRC
Slovenia,SI,SVN,2080908,2020-06-26,8.0,1.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-26,3367.0,,Country_Website
Austria,AT,AUT,8858775,2020-06-25,71.0,11.0,Country_Website
Belgium,BE,BEL,11455519,2020-06-25,256.0,38.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-25,390.0,16.0,External_Github
Croatia,HR,HRV,4076246,2020-06-25,42.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-06-25,67.0,12.0,Country_Website
Denmark,DK,DNK,5806081,2020-06-25,36.0,9.0,Country_Website
Estonia,EE,EST,1324820,2020-06-25,5.0,1.0,Country_API
France,FR,FRA,67012883,2020-06-25,9096.0,623.0,Country_Website
Hungary,HU,HUN,9772756,2020-06-25,182.0,13.0,JRC
Iceland,IS,ISL,356991,2020-06-25,0.0,0.0,Surveillance
Ireland,IE,IRL,4904240,2020-06-25,30.0,12.0,Country_Website
Italy,IT,ITA,60359546,2020-06-25,1618.0,103.0,Country_Github
Latvia,LV,LVA,1919968,2020-06-25,8.0,,Surveillance
Luxembourg,LU,LUX,613894,2020-06-25,13.0,1.0,Country_Website
Malta,MT,MLT,493559,2020-06-25,,1.0,Surveillance
Netherlands,NL,NLD,17282163,2020-06-25,,56.0,Other Website
Norway,NO,NOR,5328212,2020-06-25,18.0,,Country_API
Poland,PL,POL,37972812,2020-06-25,1974.0,,Surveillance
Portugal,PT,PRT,10276617,2020-06-25,436.0,67.0,Country_Website
Romania,RO,ROU,19414458,2020-06-25,,199.0,Country_Website
Slovakia,SK,SVK,5450421,2020-06-25,20.0,,JRC
Slovenia,SI,SVN,2080908,2020-06-25,7.0,2.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-06-25,3589.0,,Country_Website
Austria,AT,AUT,8858775,2020-06-24,70.0,11.0,Country_Website
Belgium,BE,BEL,11455519,2020-06-24,268.0,40.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-06-24,362.0,13.0,External_Github
Croatia,HR,HRV,4076246,2020-06-24,18.0,,Country_Website
