date_key,date,year,month,day,day_name,day_of_year,week_of_month,week_of_year,month_name,year_month,year_week
20220122,2022-01-22,2022,1,22,Saturday,22,4,4,January,202201,202204
20220123,2022-01-23,2022,1,23,Sunday,23,5,5,January,202201,202205
20220124,2022-01-24,2022,1,24,Monday,24,5,5,January,202201,202205
20220125,2022-01-25,2022,1,25,Tuesday,25,5,5,January,202201,202205
20220126,2022-01-26,2022,1,26,Wednesday,26,5,5,January,202201,202205
20220127,2022-01-27,2022,1,27,Thursday,27,5,5,January,202201,202205
20220128,2022-01-28,2022,1,28,Friday,28,5,5,January,202201,202205
20220129,2022-01-29,2022,1,29,Saturday,29,5,5,January,202201,202205
20220130,2022-01-30,2022,1,30,Sunday,30,6,6,January,202201,202206
20220131,2022-01-31,2022,1,31,Monday,31,6,6,January,202201,202206
20220201,2022-02-01,2022,2,1,Tuesday,32,1,6,February,202202,202206
20220202,2022-02-02,2022,2,2,Wednesday,33,1,6,February,202202,202206
20220203,2022-02-03,2022,2,3,Thursday,34,1,6,February,202202,202206
20220204,2022-02-04,2022,2,4,Friday,35,1,6,February,202202,202206
20220205,2022-02-05,2022,2,5,Saturday,36,1,6,February,202202,202206
20220206,2022-02-06,2022,2,6,Sunday,37,2,7,February,202202,202207
20220207,2022-02-07,2022,2,7,Monday,38,2,7,February,202202,202207
20220208,2022-02-08,2022,2,8,Tuesday,39,2,7,February,202202,202207
20220209,2022-02-09,2022,2,9,Wednesday,40,2,7,February,202202,202207
20220210,2022-02-10,2022,2,10,Thursday,41,2,7,February,202202,202207
20220211,2022-02-11,2022,2,11,Friday,42,2,7,February,202202,202207
20220212,2022-02-12,2022,2,12,Saturday,43,2,7,February,202202,202207
20220213,2022-02-13,2022,2,13,Sunday,44,3,8,February,202202,202208
20220214,2022-02-14,2022,2,14,Monday,45,3,8,February,202202,202208
20220215,2022-02-15,2022,2,15,Tuesday,46,3,8,February,202202,202208
20220216,2022-02-16,2022,2,16,Wednesday,47,3,8,February,202202,202208
20220217,2022-02-17,2022,2,17,Thursday,48,3,8,February,202202,202208
20220218,2022-02-18,2022,2,18,Friday,49,3,8,February,202202,202208
20220219,2022-02-19,2022,2,19,Saturday,50,3,8,February,202202,202208
20220220,2022-02-20,2022,2,20,Sunday,51,4,9,February,202202,202209
20220221,2022-02-21,2022,2,21,Monday,52,4,9,February,202202,202209
20220222,2022-02-22,2022,2,22,Tuesday,53,4,9,February,202202,202209
20220223,2022-02-23,2022,2,23,Wednesday,54,4,9,February,202202,202209
20220224,2022-02-24,2022,2,24,Thursday,55,4,9,February,202202,202209
20220225,2022-02-25,2022,2,25,Friday,56,4,9,February,202202,202209
20220226,2022-02-26,2022,2,26,Saturday,57,4,9,February,202202,202209
20220227,2022-02-27,2022,2,27,Sunday,58,5,10,February,202202,202210
20220228,2022-02-28,2022,2,28,Monday,59,5,10,February,202202,202210
20220301,2022-03-01,2022,3,1,Tuesday,60,1,10,March,202203,202210
20220302,2022-03-02,2022,3,2,Wednesday,61,1,10,March,202203,202210
20220303,2022-03-03,2022,3,3,Thursday,62,1,10,March,202203,202210
20220304,2022-03-04,2022,3,4,Friday,63,1,10,March,202203,202210
20220305,2022-03-05,2022,3,5,Saturday,64,1,10,March,202203,202210
20220306,2022-03-06,2022,3,6,Sunday,65,2,11,March,202203,202211
20220307,2022-03-07,2022,3,7,Monday,66,2,11,March,202203,202211
20220308,2022-03-08,2022,3,8,Tuesday,67,2,11,March,202203,202211
20220309,2022-03-09,2022,3,9,Wednesday,68,2,11,March,202203,202211
20220310,2022-03-10,2022,3,10,Thursday,69,2,11,March,202203,202211
20220311,2022-03-11,2022,3,11,Friday,70,2,11,March,202203,202211
20220312,2022-03-12,2022,3,12,Saturday,71,2,11,March,202203,202211
20220313,2022-03-13,2022,3,13,Sunday,72,3,12,March,202203,202212
20220314,2022-03-14,2022,3,14,Monday,73,3,12,March,202203,202212
20220315,2022-03-15,2022,3,15,Tuesday,74,3,12,March,202203,202212
20220316,2022-03-16,2022,3,16,Wednesday,75,3,12,March,202203,202212
20220317,2022-03-17,2022,3,17,Thursday,76,3,12,March,202203,202212
20220318,2022-03-18,2022,3,18,Friday,77,3,12,March,202203,202212
20220319,2022-03-19,2022,3,19,Saturday,78,3,12,March,202203,202212
20220320,2022-03-20,2022,3,20,Sunday,79,4,13,March,202203,202213
20220321,2022-03-21,2022,3,21,Monday,80,4,13,March,202203,202213
20220322,2022-03-22,2022,3,22,Tuesday,81,4,13,March,202203,202213
20220323,2022-03-23,2022,3,23,Wednesday,82,4,13,March,202203,202213
20220324,2022-03-24,2022,3,24,Thursday,83,4,13,March,202203,202213
20220325,2022-03-25,2022,3,25,Friday,84,4,13,March,202203,202213
20220326,2022-03-26,2022,3,26,Saturday,85,4,13,March,202203,202213
20220327,2022-03-27,2022,3,27,Sunday,86,5,14,March,202203,202214
20220328,2022-03-28,2022,3,28,Monday,87,5,14,March,202203,202214
20220329,2022-03-29,2022,3,29,Tuesday,88,5,14,March,202203,202214
20220330,2022-03-30,2022,3,30,Wednesday,89,5,14,March,202203,202214
20220331,2022-03-31,2022,3,31,Thursday,90,5,14,March,202203,202214
20220401,2022-04-01,2022,4,1,Friday,91,1,14,April,202204,202214
20220402,2022-04-02,2022,4,2,Saturday,92,1,14,April,202204,202214
20220403,2022-04-03,2022,4,3,Sunday,93,2,15,April,202204,202215
20220404,2022-04-04,2022,4,4,Monday,94,2,15,April,202204,202215
20220405,2022-04-05,2022,4,5,Tuesday,95,2,15,April,202204,202215
20220406,2022-04-06,2022,4,6,Wednesday,96,2,15,April,202204,202215
20220407,2022-04-07,2022,4,7,Thursday,97,2,15,April,202204,202215
20220408,2022-04-08,2022,4,8,Friday,98,2,15,April,202204,202215
20220409,2022-04-09,2022,4,9,Saturday,99,2,15,April,202204,202215
20220410,2022-04-10,2022,4,10,Sunday,100,3,16,April,202204,202216
20220411,2022-04-11,2022,4,11,Monday,101,3,16,April,202204,202216
20220412,2022-04-12,2022,4,12,Tuesday,102,3,16,April,202204,202216
20220413,2022-04-13,2022,4,13,Wednesday,103,3,16,April,202204,202216
20220414,2022-04-14,2022,4,14,Thursday,104,3,16,April,202204,202216
20220415,2022-04-15,2022,4,15,Friday,105,3,16,April,202204,202216
20220416,2022-04-16,2022,4,16,Saturday,106,3,16,April,202204,202216
20220417,2022-04-17,2022,4,17,Sunday,107,4,17,April,202204,202217
20220418,2022-04-18,2022,4,18,Monday,108,4,17,April,202204,202217
20220419,2022-04-19,2022,4,19,Tuesday,109,4,17,April,202204,202217
20220420,2022-04-20,2022,4,20,Wednesday,110,4,17,April,202204,202217
20220421,2022-04-21,2022,4,21,Thursday,111,4,17,April,202204,202217
20220422,2022-04-22,2022,4,22,Friday,112,4,17,April,202204,202217
20220423,2022-04-23,2022,4,23,Saturday,113,4,17,April,202204,202217
20220424,2022-04-24,2022,4,24,Sunday,114,5,18,April,202204,202218
20220425,2022-04-25,2022,4,25,Monday,115,5,18,April,202204,202218
20220426,2022-04-26,2022,4,26,Tuesday,116,5,18,April,202204,202218
20220427,2022-04-27,2022,4,27,Wednesday,117,5,18,April,202204,202218
20220428,2022-04-28,2022,4,28,Thursday,118,5,18,April,202204,202218
20220429,2022-04-29,2022,4,29,Friday,119,5,18,April,202204,202218
20220430,2022-04-30,2022,4,30,Saturday,120,5,18,April,202204,202218
20220501,2022-05-01,2022,5,1,Sunday,121,1,19,May,202205,202219
20220502,2022-05-02,2022,5,2,Monday,122,1,19,May,202205,202219
20220503,2022-05-03,2022,5,3,Tuesday,123,1,19,May,202205,202219
20220504,2022-05-04,2022,5,4,Wednesday,124,1,19,May,202205,202219
20220505,2022-05-05,2022,5,5,Thursday,125,1,19,May,202205,202219
20220506,2022-05-06,2022,5,6,Friday,126,1,19,May,202205,202219
20220507,2022-05-07,2022,5,7,Saturday,127,1,19,May,202205,202219
20220508,2022-05-08,2022,5,8,Sunday,128,2,20,May,202205,202220
20220509,2022-05-09,2022,5,9,Monday,129,2,20,May,202205,202220
20220510,2022-05-10,2022,5,10,Tuesday,130,2,20,May,202205,202220
20220511,2022-05-11,2022,5,11,Wednesday,131,2,20,May,202205,202220
20220512,2022-05-12,2022,5,12,Thursday,132,2,20,May,202205,202220
20220513,2022-05-13,2022,5,13,Friday,133,2,20,May,202205,202220
20220514,2022-05-14,2022,5,14,Saturday,134,2,20,May,202205,202220
20220515,2022-05-15,2022,5,15,Sunday,135,3,21,May,202205,202221
20220516,2022-05-16,2022,5,16,Monday,136,3,21,May,202205,202221
20220517,2022-05-17,2022,5,17,Tuesday,137,3,21,May,202205,202221
20220518,2022-05-18,2022,5,18,Wednesday,138,3,21,May,202205,202221
20220519,2022-05-19,2022,5,19,Thursday,139,3,21,May,202205,202221
20220520,2022-05-20,2022,5,20,Friday,140,3,21,May,202205,202221
20220521,2022-05-21,2022,5,21,Saturday,141,3,21,May,202205,202221
20220522,2022-05-22,2022,5,22,Sunday,142,4,22,May,202205,202222
20220523,2022-05-23,2022,5,23,Monday,143,4,22,May,202205,202222
20220524,2022-05-24,2022,5,24,Tuesday,144,4,22,May,202205,202222
20220525,2022-05-25,2022,5,25,Wednesday,145,4,22,May,202205,202222
20220526,2022-05-26,2022,5,26,Thursday,146,4,22,May,202205,202222
20220527,2022-05-27,2022,5,27,Friday,147,4,22,May,202205,202222
20220528,2022-05-28,2022,5,28,Saturday,148,4,22,May,202205,202222
20220529,2022-05-29,2022,5,29,Sunday,149,5,23,May,202205,202223
20220530,2022-05-30,2022,5,30,Monday,150,5,23,May,202205,202223
20220531,2022-05-31,2022,5,31,Tuesday,151,5,23,May,202205,202223
20220601,2022-06-01,2022,6,1,Wednesday,152,1,23,June,202206,202223
20220602,2022-06-02,2022,6,2,Thursday,153,1,23,June,202206,202223
20220603,2022-06-03,2022,6,3,Friday,154,1,23,June,202206,202223
20220604,2022-06-04,2022,6,4,Saturday,155,1,23,June,202206,202223
20220605,2022-06-05,2022,6,5,Sunday,156,2,24,June,202206,202224
20220606,2022-06-06,2022,6,6,Monday,157,2,24,June,202206,202224
20220607,2022-06-07,2022,6,7,Tuesday,158,2,24,June,202206,202224
20220608,2022-06-08,2022,6,8,Wednesday,159,2,24,June,202206,202224
20220609,2022-06-09,2022,6,9,Thursday,160,2,24,June,202206,202224
20220610,2022-06-10,2022,6,10,Friday,161,2,24,June,202206,202224
20220611,2022-06-11,2022,6,11,Saturday,162,2,24,June,202206,202224
20220612,2022-06-12,2022,6,12,Sunday,163,3,25,June,202206,202225
20220613,2022-06-13,2022,6,13,Monday,164,3,25,June,202206,202225
20220614,2022-06-14,2022,6,14,Tuesday,165,3,25,June,202206,202225
20220615,2022-06-15,2022,6,15,Wednesday,166,3,25,June,202206,202225
20220616,2022-06-16,2022,6,16,Thursday,167,3,25,June,202206,202225
20220617,2022-06-17,2022,6,17,Friday,168,3,25,June,202206,202225
20220618,2022-06-18,2022,6,18,Saturday,169,3,25,June,202206,202225
20220619,2022-06-19,2022,6,19,Sunday,170,4,26,June,202206,202226
20220620,2022-06-20,2022,6,20,Monday,171,4,26,June,202206,202226
20220621,2022-06-21,2022,6,21,Tuesday,172,4,26,June,202206,202226
20220622,2022-06-22,2022,6,22,Wednesday,173,4,26,June,202206,202226
20220623,2022-06-23,2022,6,23,Thursday,174,4,26,June,202206,202226
20220624,2022-06-24,2022,6,24,Friday,175,4,26,June,202206,202226
20220625,2022-06-25,2022,6,25,Saturday,176,4,26,June,202206,202226
20220626,2022-06-26,2022,6,26,Sunday,177,5,27,June,202206,202227
20220627,2022-06-27,2022,6,27,Monday,178,5,27,June,202206,202227
20220628,2022-06-28,2022,6,28,Tuesday,179,5,27,June,202206,202227
20220629,2022-06-29,2022,6,29,Wednesday,180,5,27,June,202206,202227
20220630,2022-06-30,2022,6,30,Thursday,181,5,27,June,202206,202227
20220701,2022-07-01,2022,7,1,Friday,182,1,27,July,202207,202227
20220702,2022-07-02,2022,7,2,Saturday,183,1,27,July,202207,202227
20220703,2022-07-03,2022,7,3,Sunday,184,2,28,July,202207,202228
20220704,2022-07-04,2022,7,4,Monday,185,2,28,July,202207,202228
20220705,2022-07-05,2022,7,5,Tuesday,186,2,28,July,202207,202228
20220706,2022-07-06,2022,7,6,Wednesday,187,2,28,July,202207,202228
20220707,2022-07-07,2022,7,7,Thursday,188,2,28,July,202207,202228
20220708,2022-07-08,2022,7,8,Friday,189,2,28,July,202207,202228
20220709,2022-07-09,2022,7,9,Saturday,190,2,28,July,202207,202228
20220710,2022-07-10,2022,7,10,Sunday,191,3,29,July,202207,202229
20220711,2022-07-11,2022,7,11,Monday,192,3,29,July,202207,202229
20220712,2022-07-12,2022,7,12,Tuesday,193,3,29,July,202207,202229
20220713,2022-07-13,2022,7,13,Wednesday,194,3,29,July,202207,202229
20220714,2022-07-14,2022,7,14,Thursday,195,3,29,July,202207,202229
20220715,2022-07-15,2022,7,15,Friday,196,3,29,July,202207,202229
20220716,2022-07-16,2022,7,16,Saturday,197,3,29,July,202207,202229
20220717,2022-07-17,2022,7,17,Sunday,198,4,30,July,202207,202230
20220718,2022-07-18,2022,7,18,Monday,199,4,30,July,202207,202230
20220719,2022-07-19,2022,7,19,Tuesday,200,4,30,July,202207,202230
20220720,2022-07-20,2022,7,20,Wednesday,201,4,30,July,202207,202230
20220721,2022-07-21,2022,7,21,Thursday,202,4,30,July,202207,202230
20220722,2022-07-22,2022,7,22,Friday,203,4,30,July,202207,202230
20220723,2022-07-23,2022,7,23,Saturday,204,4,30,July,202207,202230
20220724,2022-07-24,2022,7,24,Sunday,205,5,31,July,202207,202231
20220725,2022-07-25,2022,7,25,Monday,206,5,31,July,202207,202231
20220726,2022-07-26,2022,7,26,Tuesday,207,5,31,July,202207,202231
20220727,2022-07-27,2022,7,27,Wednesday,208,5,31,July,202207,202231
20220728,2022-07-28,2022,7,28,Thursday,209,5,31,July,202207,202231
20220729,2022-07-29,2022,7,29,Friday,210,5,31,July,202207,202231
20220730,2022-07-30,2022,7,30,Saturday,211,5,31,July,202207,202231
20220731,2022-07-31,2022,7,31,Sunday,212,6,32,July,202207,202232
20220801,2022-08-01,2022,8,1,Monday,213,1,32,August,202208,202232
20220802,2022-08-02,2022,8,2,Tuesday,214,1,32,August,202208,202232
20220803,2022-08-03,2022,8,3,Wednesday,215,1,32,August,202208,202232
20220804,2022-08-04,2022,8,4,Thursday,216,1,32,August,202208,202232
20220805,2022-08-05,2022,8,5,Friday,217,1,32,August,202208,202232
20220806,2022-08-06,2022,8,6,Saturday,218,1,32,August,202208,202232
20220807,2022-08-07,2022,8,7,Sunday,219,2,33,August,202208,202233
20220808,2022-08-08,2022,8,8,Monday,220,2,33,August,202208,202233
20220809,2022-08-09,2022,8,9,Tuesday,221,2,33,August,202208,202233
20220810,2022-08-10,2022,8,10,Wednesday,222,2,33,August,202208,202233
20220811,2022-08-11,2022,8,11,Thursday,223,2,33,August,202208,202233
20220812,2022-08-12,2022,8,12,Friday,224,2,33,August,202208,202233
20220813,2022-08-13,2022,8,13,Saturday,225,2,33,August,202208,202233
20220814,2022-08-14,2022,8,14,Sunday,226,3,34,August,202208,202234
20220815,2022-08-15,2022,8,15,Monday,227,3,34,August,202208,202234
20220816,2022-08-16,2022,8,16,Tuesday,228,3,34,August,202208,202234
20220817,2022-08-17,2022,8,17,Wednesday,229,3,34,August,202208,202234
20220818,2022-08-18,2022,8,18,Thursday,230,3,34,August,202208,202234
20220819,2022-08-19,2022,8,19,Friday,231,3,34,August,202208,202234
20220820,2022-08-20,2022,8,20,Saturday,232,3,34,August,202208,202234
20220821,2022-08-21,2022,8,21,Sunday,233,4,35,August,202208,202235
20220822,2022-08-22,2022,8,22,Monday,234,4,35,August,202208,202235
20220823,2022-08-23,2022,8,23,Tuesday,235,4,35,August,202208,202235
20220824,2022-08-24,2022,8,24,Wednesday,236,4,35,August,202208,202235
20220825,2022-08-25,2022,8,25,Thursday,237,4,35,August,202208,202235
20220826,2022-08-26,2022,8,26,Friday,238,4,35,August,202208,202235
20220827,2022-08-27,2022,8,27,Saturday,239,4,35,August,202208,202235
20220828,2022-08-28,2022,8,28,Sunday,240,5,36,August,202208,202236
20220829,2022-08-29,2022,8,29,Monday,241,5,36,August,202208,202236
20220830,2022-08-30,2022,8,30,Tuesday,242,5,36,August,202208,202236
20220831,2022-08-31,2022,8,31,Wednesday,243,5,36,August,202208,202236
20220901,2022-09-01,2022,9,1,Thursday,244,1,36,September,202209,202236
20220902,2022-09-02,2022,9,2,Friday,245,1,36,September,202209,202236
20220903,2022-09-03,2022,9,3,Saturday,246,1,36,September,202209,202236
20220904,2022-09-04,2022,9,4,Sunday,247,2,37,September,202209,202237
20220905,2022-09-05,2022,9,5,Monday,248,2,37,September,202209,202237
20220906,2022-09-06,2022,9,6,Tuesday,249,2,37,September,202209,202237
20220907,2022-09-07,2022,9,7,Wednesday,250,2,37,September,202209,202237
20220908,2022-09-08,2022,9,8,Thursday,251,2,37,September,202209,202237
20220909,2022-09-09,2022,9,9,Friday,252,2,37,September,202209,202237
20220910,2022-09-10,2022,9,10,Saturday,253,2,37,September,202209,202237
20220911,2022-09-11,2022,9,11,Sunday,254,3,38,September,202209,202238
20220912,2022-09-12,2022,9,12,Monday,255,3,38,September,202209,202238
20220913,2022-09-13,2022,9,13,Tuesday,256,3,38,September,202209,202238
20220914,2022-09-14,2022,9,14,Wednesday,257,3,38,September,202209,202238
20220915,2022-09-15,2022,9,15,Thursday,258,3,38,September,202209,202238
20220916,2022-09-16,2022,9,16,Friday,259,3,38,September,202209,202238
20220917,2022-09-17,2022,9,17,Saturday,260,3,38,September,202209,202238
20220918,2022-09-18,2022,9,18,Sunday,261,4,39,September,202209,202239
20220919,2022-09-19,2022,9,19,Monday,262,4,39,September,202209,202239
20220920,2022-09-20,2022,9,20,Tuesday,263,4,39,September,202209,202239
20220921,2022-09-21,2022,9,21,Wednesday,264,4,39,September,202209,202239
20220922,2022-09-22,2022,9,22,Thursday,265,4,39,September,202209,202239
20220923,2022-09-23,2022,9,23,Friday,266,4,39,September,202209,202239
20220924,2022-09-24,2022,9,24,Saturday,267,4,39,September,202209,202239
20220925,2022-09-25,2022,9,25,Sunday,268,5,40,September,202209,202240
20220926,2022-09-26,2022,9,26,Monday,269,5,40,September,202209,202240
20220927,2022-09-27,2022,9,27,Tuesday,270,5,40,September,202209,202240
20220928,2022-09-28,2022,9,28,Wednesday,271,5,40,September,202209,202240
20220929,2022-09-29,2022,9,29,Thursday,272,5,40,September,202209,202240
20220930,2022-09-30,2022,9,30,Friday,273,5,40,September,202209,202240
20221001,2022-10-01,2022,10,1,Saturday,274,1,40,October,202210,202240
20221002,2022-10-02,2022,10,2,Sunday,275,2,41,October,202210,202241
20221003,2022-10-03,2022,10,3,Monday,276,2,41,October,202210,202241
20221004,2022-10-04,2022,10,4,Tuesday,277,2,41,October,202210,202241
20221005,2022-10-05,2022,10,5,Wednesday,278,2,41,October,202210,202241
20221006,2022-10-06,2022,10,6,Thursday,279,2,41,October,202210,202241
20221007,2022-10-07,2022,10,7,Friday,280,2,41,October,202210,202241
20221008,2022-10-08,2022,10,8,Saturday,281,2,41,October,202210,202241
20221009,2022-10-09,2022,10,9,Sunday,282,3,42,October,202210,202242
20221010,2022-10-10,2022,10,10,Monday,283,3,42,October,202210,202242
20221011,2022-10-11,2022,10,11,Tuesday,284,3,42,October,202210,202242
20221012,2022-10-12,2022,10,12,Wednesday,285,3,42,October,202210,202242
20221013,2022-10-13,2022,10,13,Thursday,286,3,42,October,202210,202242
20221014,2022-10-14,2022,10,14,Friday,287,3,42,October,202210,202242
20221015,2022-10-15,2022,10,15,Saturday,288,3,42,October,202210,202242
20221016,2022-10-16,2022,10,16,Sunday,289,4,43,October,202210,202243
20221017,2022-10-17,2022,10,17,Monday,290,4,43,October,202210,202243
20221018,2022-10-18,2022,10,18,Tuesday,291,4,43,October,202210,202243
20221019,2022-10-19,2022,10,19,Wednesday,292,4,43,October,202210,202243
20221020,2022-10-20,2022,10,20,Thursday,293,4,43,October,202210,202243
20221021,2022-10-21,2022,10,21,Friday,294,4,43,October,202210,202243
20221022,2022-10-22,2022,10,22,Saturday,295,4,43,October,202210,202243
20221023,2022-10-23,2022,10,23,Sunday,296,5,44,October,202210,202244
20221024,2022-10-24,2022,10,24,Monday,297,5,44,October,202210,202244
20221025,2022-10-25,2022,10,25,Tuesday,298,5,44,October,202210,202244
20221026,2022-10-26,2022,10,26,Wednesday,299,5,44,October,202210,202244
20221027,2022-10-27,2022,10,27,Thursday,300,5,44,October,202210,202244
20221028,2022-10-28,2022,10,28,Friday,301,5,44,October,202210,202244
20221029,2022-10-29,2022,10,29,Saturday,302,5,44,October,202210,202244
20221030,2022-10-30,2022,10,30,Sunday,303,6,45,October,202210,202245
20221031,2022-10-31,2022,10,31,Monday,304,6,45,October,202210,202245
20221101,2022-11-01,2022,11,1,Tuesday,305,1,45,November,202211,202245
20221102,2022-11-02,2022,11,2,Wednesday,306,1,45,November,202211,202245
20221103,2022-11-03,2022,11,3,Thursday,307,1,45,November,202211,202245
20221104,2022-11-04,2022,11,4,Friday,308,1,45,November,202211,202245
20221105,2022-11-05,2022,11,5,Saturday,309,1,45,November,202211,202245
20221106,2022-11-06,2022,11,6,Sunday,310,2,46,November,202211,202246
20221107,2022-11-07,2022,11,7,Monday,311,2,46,November,202211,202246
20221108,2022-11-08,2022,11,8,Tuesday,312,2,46,November,202211,202246
20221109,2022-11-09,2022,11,9,Wednesday,313,2,46,November,202211,202246
20221110,2022-11-10,2022,11,10,Thursday,314,2,46,November,202211,202246
20221111,2022-11-11,2022,11,11,Friday,315,2,46,November,202211,202246
20221112,2022-11-12,2022,11,12,Saturday,316,2,46,November,202211,202246
20221113,2022-11-13,2022,11,13,Sunday,317,3,47,November,202211,202247
20221114,2022-11-14,2022,11,14,Monday,318,3,47,November,202211,202247
20221115,2022-11-15,2022,11,15,Tuesday,319,3,47,November,202211,202247
20221116,2022-11-16,2022,11,16,Wednesday,320,3,47,November,202211,202247
20221117,2022-11-17,2022,11,17,Thursday,321,3,47,November,202211,202247
20221118,2022-11-18,2022,11,18,Friday,322,3,47,November,202211,202247
20221119,2022-11-19,2022,11,19,Saturday,323,3,47,November,202211,202247
20221120,2022-11-20,2022,11,20,Sunday,324,4,48,November,202211,202248
20221121,2022-11-21,2022,11,21,Monday,325,4,48,November,202211,202248
20221122,2022-11-22,2022,11,22,Tuesday,326,4,48,November,202211,202248
20221123,2022-11-23,2022,11,23,Wednesday,327,4,48,November,202211,202248
20221124,2022-11-24,2022,11,24,Thursday,328,4,48,November,202211,202248
20221125,2022-11-25,2022,11,25,Friday,329,4,48,November,202211,202248
20221126,2022-11-26,2022,11,26,Saturday,330,4,48,November,202211,202248
20221127,2022-11-27,2022,11,27,Sunday,331,5,49,November,202211,202249
20221128,2022-11-28,2022,11,28,Monday,332,5,49,November,202211,202249
20221129,2022-11-29,2022,11,29,Tuesday,333,5,49,November,202211,202249
20221130,2022-11-30,2022,11,30,Wednesday,334,5,49,November,202211,202249
20221201,2022-12-01,2022,12,1,Thursday,335,1,49,December,202212,202249
20221202,2022-12-02,2022,12,2,Friday,336,1,49,December,202212,202249
20221203,2022-12-03,2022,12,3,Saturday,337,1,49,December,202212,202249
20221204,2022-12-04,2022,12,4,Sunday,338,2,50,December,202212,202250
20221205,2022-12-05,2022,12,5,Monday,339,2,50,December,202212,202250
20221206,2022-12-06,2022,12,6,Tuesday,340,2,50,December,202212,202250
20221207,2022-12-07,2022,12,7,Wednesday,341,2,50,December,202212,202250
20221208,2022-12-08,2022,12,8,Thursday,342,2,50,December,202212,202250
20221209,2022-12-09,2022,12,9,Friday,343,2,50,December,202212,202250
20221210,2022-12-10,2022,12,10,Saturday,344,2,50,December,202212,202250
20221211,2022-12-11,2022,12,11,Sunday,345,3,51,December,202212,202251
20221212,2022-12-12,2022,12,12,Monday,346,3,51,December,202212,202251
20221213,2022-12-13,2022,12,13,Tuesday,347,3,51,December,202212,202251
20221214,2022-12-14,2022,12,14,Wednesday,348,3,51,December,202212,202251
20221215,2022-12-15,2022,12,15,Thursday,349,3,51,December,202212,202251
20221216,2022-12-16,2022,12,16,Friday,350,3,51,December,202212,202251
20221217,2022-12-17,2022,12,17,Saturday,351,3,51,December,202212,202251
20221218,2022-12-18,2022,12,18,Sunday,352,4,52,December,202212,202252
20221219,2022-12-19,2022,12,19,Monday,353,4,52,December,202212,202252
20221220,2022-12-20,2022,12,20,Tuesday,354,4,52,December,202212,202252
20221221,2022-12-21,2022,12,21,Wednesday,355,4,52,December,202212,202252
20221222,2022-12-22,2022,12,22,Thursday,356,4,52,December,202212,202252
20221223,2022-12-23,2022,12,23,Friday,357,4,52,December,202212,202252
20221224,2022-12-24,2022,12,24,Saturday,358,4,52,December,202212,202252
20221225,2022-12-25,2022,12,25,Sunday,359,5,53,December,202212,202253
20221226,2022-12-26,2022,12,26,Monday,360,5,53,December,202212,202253
20221227,2022-12-27,2022,12,27,Tuesday,361,5,53,December,202212,202253
20221228,2022-12-28,2022,12,28,Wednesday,362,5,53,December,202212,202253
20221229,2022-12-29,2022,12,29,Thursday,363,5,53,December,202212,202253
20221230,2022-12-30,2022,12,30,Friday,364,5,53,December,202212,202253
