country,country_code_2_digit,country_code_3_digit,population,cases_count,deaths_count,reported_date,source
Netherlands,NL,NLD,17282163,481,0,2020-08-18,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,0,0,2020-02-05,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,12107,168,2020-10-23,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,0,0,2020-03-06,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,0,2020-01-14,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,3,2,2020-05-03,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,2020-04-22,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,1,0,2020-09-20,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,37,4,2020-07-08,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,76,3,2020-08-01,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,0,0,2020-01-08,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,0,2020-01-02,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,160,5,2020-07-18,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,64,0,2020-10-09,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,4569,169,2020-03-20,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,33,1,2020-03-25,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,20,0,2020-08-16,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,3,0,2020-09-15,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2958,82,2020-10-08,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,306,7,2020-04-01,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,241,2,2020-10-04,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,0,2020-02-18,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,140,4,2020-06-30,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,2020-06-06,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,0,2020-03-08,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,20,1,2020-05-26,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,6060,48,2020-04-20,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,3,0,2020-03-21,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,9,0,2020-03-13,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,1,0,2020-02-27,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,0,2020-01-19,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,26,0,2020-07-03,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,2020-06-08,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,0,2020-07-26,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,5,0,2020-03-07,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,371,20,2020-06-06,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,823,1,2020-10-13,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,2020-05-12,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,145,3,2020-09-13,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1592,18,2020-06-16,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,0,0,2020-01-31,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,566,18,2020-06-11,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,7,0,2020-05-06,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,301,5,2020-09-09,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,0,2020-05-23,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,0,2020-05-19,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,0,0,2020-01-21,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,296,8,2020-09-23,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,3,0,2020-03-23,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,4,0,2020-07-23,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,139,3,2020-10-15,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,5,0,2020-05-13,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,0,2020-01-14,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,9268,46,2020-10-23,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,6611,135,2020-07-07,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,0,2020-01-04,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,4897,1,2020-08-24,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,442,0,2020-09-03,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,6,0,2020-10-09,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,0,0,2020-02-17,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,0,0,2020-02-13,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,22,0,2020-03-20,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,174,6,2020-07-16,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,0,0,2020-02-21,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,138,2,2020-09-25,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,158,0,2020-07-25,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,2020-03-02,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,2020-08-08,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,594,3,2020-10-18,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,52,3,2020-04-24,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,12,0,2020-03-15,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,43,0,2020-08-26,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,2020-05-06,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,2020-08-28,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,328,8,2020-07-03,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,0,2020-02-16,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,650,19,2020-09-23,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,141,3,2020-09-17,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,296,0,2020-10-09,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,33,0,2020-10-01,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,480,15,2020-05-07,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,0,2020-06-03,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,2020-06-29,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,2020-08-15,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,0,2020-02-20,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,2020-01-18,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,341,3,2020-09-10,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,560,18,2020-06-21,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,2020-09-15,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,2020-04-21,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,7720,8,2020-10-20,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,89,3,2020-06-18,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,281,3,2020-07-25,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,41,1,2020-05-19,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,52,2,2020-08-22,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,1210,21,2020-03-17,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,2020-06-06,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,7,0,2020-03-23,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,90,0,2020-03-18,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,374,11,2020-07-04,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,3,0,2020-07-02,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,2020-03-09,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,1573,2,2020-10-22,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2,0,2020-09-08,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,227,0,2020-10-17,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,78,0,2020-10-01,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,0,0,2020-02-15,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,2020-05-07,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,522,6,2020-08-14,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,2020-03-17,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,2020-06-05,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,29,0,2020-06-09,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,751,3,2020-04-25,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,0,2020-06-20,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,40,0,2020-09-10,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,2020-06-26,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,25,0,2020-04-22,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,1,0,2020-03-01,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,362,25,2020-04-30,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,6431,150,2020-09-24,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2402,25,2020-10-12,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,111,3,2020-04-16,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,213,5,2020-10-01,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,0,2020-01-03,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,0,0,2020-01-09,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,635,78,2020-05-01,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,0,0,2020-02-07,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,333,2,2020-08-21,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,277,3,2020-10-14,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,2020-02-18,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,1484,1,2020-09-11,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,121,0,2020-05-15,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,0,0,2020-01-14,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,4,0,2020-03-17,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,16078,136,2020-10-23,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,14,0,2020-08-09,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,2020-01-03,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,39,0,2020-03-16,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,0,2020-01-03,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,58,0,2020-08-13,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,15199,127,2020-10-22,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,18,1,2020-04-06,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,0,0,2020-01-03,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,0,0,2020-01-19,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,0,0,2020-07-26,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,0,2020-06-01,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,63,0,2020-08-17,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,31,0,2020-03-21,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,384,10,2020-08-06,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,6,0,2020-05-11,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,7,0,2020-05-01,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,0,0,2020-02-09,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,8,0,2020-08-19,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,7,0,2020-07-09,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,0,0,2020-03-11,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2,0,2020-03-13,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,17,0,2020-09-08,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,2020-07-24,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,1,0,2020-05-31,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,1271,51,2020-09-10,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,0,2020-02-26,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,397,16,2020-06-15,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,0,2020-01-31,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,59,21,2020-06-02,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,0,0,2020-02-11,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,0,0,2020-02-13,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,54,1,2020-05-30,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,0,2020-07-16,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,2020-06-20,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,289,0,2020-09-15,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,0,0,2020-02-11,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,66,3,2020-08-26,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,1460,9,2020-08-29,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,2020-02-25,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,2020-06-27,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,8,0,2020-08-30,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2,0,2020-03-06,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,792,20,2020-10-18,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,550,1,2020-10-02,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,4926,37,2020-09-23,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,0,0,2020-02-01,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,211,54,2020-06-09,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,169,4,2020-10-09,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,2020-05-09,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,2020-05-07,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,6,0,2020-05-31,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,2020-06-28,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,60,0,2020-06-18,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,2020-05-19,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,13,0,2020-06-07,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,1309,41,2020-08-06,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,14,2,2020-04-18,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,17,0,2020-07-01,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,0,0,2020-03-04,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,222,1,2020-08-26,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,84,3,2020-09-10,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,438,9,2020-10-19,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,117,4,2020-06-18,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,287,7,2020-08-05,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,2020-01-05,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,2020-04-03,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,30,2,2020-08-10,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,20,0,2020-07-07,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,258,11,2020-07-11,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,330,11,2020-05-12,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,728,8,2020-10-19,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,227,0,2020-10-04,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,0,2020-05-31,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,207,3,2020-07-15,"Epidemic intelligence, national daily data"
Faroes,,,48865,1,0,2020-03-06,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,2020-03-17,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,0,0,2020-01-30,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,0,0,2020-02-01,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,3,2,2020-07-11,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,2020-05-25,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,1159,93,2020-03-29,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,3,0,2020-09-09,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,0,2020-09-20,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,1,0,2020-06-07,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,1351,14,2020-10-22,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,23,5,2020-06-05,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,188,12,2020-08-10,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,982,17,2020-08-01,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2,0,2020-06-19,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,65,0,2020-04-29,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,78,2,2020-06-26,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,66,1,2020-06-21,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,4581,2,2020-07-20,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,22,0,2020-08-08,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,0,2020-06-07,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,0,2020-02-18,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,808,3,2020-10-14,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,921,16,2020-07-26,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,0,0,2020-02-02,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,3,0,2020-01-25,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,2020-05-20,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,27,2,2020-04-02,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,0,0,2020-01-12,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,2020-02-12,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,145,2,2020-09-04,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,2020-06-07,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,49,0,2020-04-01,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,65,0,2020-06-23,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,529,1,2020-07-18,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,234,4,2020-10-02,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,0,0,2020-01-20,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,0,2020-01-03,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,2020-03-10,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,0,0,2020-01-22,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,430,0,2020-09-28,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2,0,2020-03-12,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,528,3,2020-09-12,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1172,19,2020-07-04,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2628,350,2020-05-16,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,2020-09-24,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,7,0,2020-05-12,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1356,15,2020-06-29,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,2020-01-23,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,2020-03-13,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,1284,3,2020-10-19,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,886,87,2020-06-25,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2659,8,2020-09-10,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,99,7,2020-06-17,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,144,0,2020-08-14,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,157,9,2020-08-29,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,6,0,2020-04-20,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,941,4,2020-05-24,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,10,0,2020-10-25,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,28,4,2020-04-04,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,8,0,2020-05-25,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,876,4,2020-08-26,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,117,0,2020-04-05,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,155,45,2020-04-22,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,6198,48,2020-04-28,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,1209,28,2020-06-17,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,1,0,2020-07-17,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,0,0,2020-01-29,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,2020-07-28,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,1,0,2020-07-09,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2506,378,2020-04-25,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,16,0,2020-03-20,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,641,16,2020-06-21,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,2020-09-28,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,248,3,2020-07-12,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,103,6,2020-06-02,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,0,0,2020-02-16,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,32,1,2020-04-17,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,2020-02-29,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,0,0,2020-02-24,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,12,0,2020-03-23,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,0,0,2020-05-28,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,0,0,2020-02-04,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,20,0,2020-09-04,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,0,2020-02-07,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,1709,15,2020-10-04,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,285,6,2020-05-01,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,0,0,2020-02-17,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,0,2020-01-11,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,2020-07-06,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,1401,274,2020-05-08,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,33,0,2020-07-09,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,331,66,2020-06-19,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,161,4,2020-10-02,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,32,0,2020-04-19,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,0,0,2020-02-25,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,1625,25,2020-07-14,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,877,2,2020-05-04,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,0,0,2020-01-28,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,29,0,2020-07-05,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,3376,29,2020-08-04,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2,0,2020-03-17,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,76,6,2020-05-14,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,2020-06-25,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,0,2020-06-23,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,154,5,2020-08-14,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,1369,10,2020-09-09,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,14,0,2020-04-11,"Epidemic intelligence, national daily data"
